movieId;title;transacao_json;quantidade_itens
84944;Rango (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_animacao"", ""genero_aventura"", ""genero_comedia"", ""genero_faroeste"", ""genero_infantil"", ""periodo_2010_2018"", ""popularidade_media""]";9
84954;Adjustment Bureau, The (2011);"[""avaliacao_media"", ""genero_ficcao_cientifica"", ""genero_romance"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";6
85056;I Am Number Four (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_imax"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";7
85342;Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010);"[""avaliacao_alta"", ""genero_acao"", ""genero_crime"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
85367;Just Go with It (2011);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
85401;Super (2010);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
85414;Source Code (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_misterio"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";8
85510;Sucker Punch (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_fantasia"", ""genero_imax"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";7
85774;Senna (2010);"[""avaliacao_media"", ""genero_documentario"", ""periodo_2010_2018"", ""popularidade_baixa""]";4
85780;Family Guy Presents: It's a Trap (2010);"[""avaliacao_media"", ""genero_animacao"", ""genero_comedia"", ""genero_ficcao_cientifica"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
85881;Win Win (2011);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
86190;Hanna (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_misterio"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";7
86293;Arthur (2011);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_baixa""]";4
86298;Rio (2011);"[""avaliacao_media"", ""genero_animacao"", ""genero_aventura"", ""genero_comedia"", ""genero_infantil"", ""periodo_2010_2018"", ""popularidade_baixa""]";7
86320;Melancholia (2011);"[""avaliacao_media"", ""genero_drama"", ""genero_ficcao_cientifica"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
86332;Thor (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_drama"", ""genero_fantasia"", ""genero_imax"", ""periodo_2010_2018"", ""popularidade_media""]";8
86345;Louis C.K.: Hilarious (2010);"[""avaliacao_alta"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_baixa""]";4
86347;Louis C.K.: Chewed Up (2008);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
86377;Louis C.K.: Shameless (2007);"[""avaliacao_alta"", ""genero_comedia"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
86504;Voices from the List (2004);"[""avaliacao_alta"", ""genero_documentario"", ""periodo_2000_2009"", ""popularidade_baixa""]";4
86644;Fast Five (Fast and the Furious 5, The) (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_crime"", ""genero_drama"", ""genero_imax"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";8
86781;Incendies (2010);"[""avaliacao_alta"", ""genero_drama"", ""genero_guerra"", ""genero_misterio"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
86833;Bridesmaids (2011);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_media""]";4
86880;Pirates of the Caribbean: On Stranger Tides (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_fantasia"", ""genero_imax"", ""periodo_2010_2018"", ""popularidade_media""]";7
86882;Midnight in Paris (2011);"[""avaliacao_media"", ""genero_comedia"", ""genero_fantasia"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_media""]";6
86911;Hangover Part II, The (2011);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_media""]";4
87192;Attack the Block (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_ficcao_cientifica"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
87222;Kung Fu Panda 2 (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_animacao"", ""genero_aventura"", ""genero_comedia"", ""genero_imax"", ""genero_infantil"", ""periodo_2010_2018"", ""popularidade_media""]";9
87232;X-Men: First Class (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_guerra"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";8
87306;Super 8 (2011);"[""avaliacao_media"", ""genero_ficcao_cientifica"", ""genero_imax"", ""genero_misterio"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";7
87430;Green Lantern (2011);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""periodo_2010_2018"", ""popularidade_media""]";6
87483;Mr. Popper's Penguins (2011);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_baixa""]";4
87485;Bad Teacher (2011);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_baixa""]";4
87520;Transformers: Dark of the Moon (2011);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_guerra"", ""genero_imax"", ""periodo_2010_2018"", ""popularidade_media""]";8
87529;Your Highness (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""genero_fantasia"", ""periodo_2010_2018"", ""popularidade_baixa""]";7
87869;Horrible Bosses (2011);"[""avaliacao_media"", ""genero_comedia"", ""genero_crime"", ""periodo_2010_2018"", ""popularidade_media""]";5
88125;Harry Potter and the Deathly Hallows: Part 2 (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_drama"", ""genero_fantasia"", ""genero_imax"", ""genero_misterio"", ""periodo_2010_2018"", ""popularidade_alta""]";9
88129;Drive (2011);"[""avaliacao_media"", ""genero_crime"", ""genero_drama"", ""genero_film_noir"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";7
88140;Captain America: The First Avenger (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_guerra"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";8
88163;Crazy, Stupid, Love. (2011);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_media""]";6
88405;Friends with Benefits (2011);"[""avaliacao_media"", ""genero_comedia"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_media""]";5
88744;Rise of the Planet of the Apes (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";7
88785;Change-Up, The (2011);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_media""]";4
88810;Help, The (2011);"[""avaliacao_media"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_media""]";4
88812;30 Minutes or Less (2011);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
89087;Colombiana (2011);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_drama"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";7
89470;Contagion (2011);"[""avaliacao_media"", ""genero_ficcao_cientifica"", ""genero_imax"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";6
89492;Moneyball (2011);"[""avaliacao_media"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_media""]";4
89745;Avengers, The (2012);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_imax"", ""periodo_2010_2018"", ""popularidade_alta""]";7
89753;Tinker Tailor Soldier Spy (2011);"[""avaliacao_media"", ""genero_drama"", ""genero_film_noir"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
89774;Warrior (2011);"[""avaliacao_media"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_media""]";4
89804;Ides of March, The (2011);"[""avaliacao_media"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_baixa""]";4
89864;50/50 (2011);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_media""]";5
89904;The Artist (2011);"[""avaliacao_alta"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_media""]";6
90249;Real Steel (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_imax"", ""periodo_2010_2018"", ""popularidade_baixa""]";7
90405;In Time (2011);"[""avaliacao_media"", ""genero_crime"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";6
90439;Margin Call (2011);"[""avaliacao_media"", ""genero_drama"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
90522;Johnny English Reborn (2011);"[""avaliacao_media"", ""genero_aventura"", ""genero_comedia"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
90600;Headhunters (Hodejegerne) (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_crime"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
90647;Puss in Boots (2011);"[""avaliacao_media"", ""genero_animacao"", ""genero_aventura"", ""genero_comedia"", ""genero_fantasia"", ""genero_imax"", ""periodo_2010_2018"", ""popularidade_baixa""]";8
90746;Adventures of Tintin, The (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_animacao"", ""genero_imax"", ""genero_misterio"", ""periodo_2010_2018"", ""popularidade_media""]";7
90866;Hugo (2011);"[""avaliacao_media"", ""genero_drama"", ""genero_infantil"", ""genero_misterio"", ""periodo_2010_2018"", ""popularidade_media""]";6
90890;Jack and Jill (2011);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_baixa""]";4
91077;Descendants, The (2011);"[""avaliacao_alta"", ""genero_comedia"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_media""]";5
91094;Muppets, The (2011);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_infantil"", ""genero_musical"", ""periodo_2010_2018"", ""popularidade_media""]";6
91104;Twilight Saga: Breaking Dawn - Part 1, The (2011);"[""avaliacao_baixa"", ""genero_aventura"", ""genero_drama"", ""genero_fantasia"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_baixa""]";7
91128;Rum Diary, The (2011);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
91323;Sitter, The (2011);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_baixa""]";4
91485;Expendables 2, The (2012);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""periodo_2010_2018"", ""popularidade_media""]";5
91500;The Hunger Games (2012);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_drama"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_alta""]";8
91529;Dark Knight Rises, The (2012);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_crime"", ""genero_imax"", ""periodo_2010_2018"", ""popularidade_alta""]";7
91535;Bourne Legacy, The (2012);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_drama"", ""genero_imax"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";8
91542;Sherlock Holmes: A Game of Shadows (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_comedia"", ""genero_crime"", ""genero_misterio"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";9
91630;Mission: Impossible - Ghost Protocol (2011);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_imax"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";7
91653;We Bought a Zoo (2011);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
91658;Girl with the Dragon Tattoo, The (2011);"[""avaliacao_media"", ""genero_drama"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_media""]";5
91974;Underworld: Awakening (2012);"[""avaliacao_media"", ""genero_acao"", ""genero_fantasia"", ""genero_imax"", ""genero_terror"", ""periodo_2010_2018"", ""popularidade_baixa""]";7
91976;Grey, The (2012);"[""avaliacao_baixa"", ""genero_acao"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
92259;Intouchables (2011);"[""avaliacao_alta"", ""genero_comedia"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_media""]";5
92420;Chronicle (2012);"[""avaliacao_media"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
92535;Louis C.K.: Live at the Beacon Theater (2011);"[""avaliacao_alta"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_media""]";4
92938;Ghost Rider: Spirit of Vengeance (2012);"[""avaliacao_baixa"", ""genero_acao"", ""genero_fantasia"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
93270;Project X (2012);"[""avaliacao_baixa"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_baixa""]";4
93272;Dr. Seuss' The Lorax (2012);"[""avaliacao_media"", ""genero_animacao"", ""genero_fantasia"", ""genero_imax"", ""genero_musical"", ""periodo_2010_2018"", ""popularidade_baixa""]";7
93326;This Means War (2012);"[""avaliacao_baixa"", ""genero_acao"", ""genero_comedia"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_media""]";6
93363;John Carter (2012);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_imax"", ""periodo_2010_2018"", ""popularidade_media""]";7
93510;21 Jump Street (2012);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_crime"", ""periodo_2010_2018"", ""popularidade_media""]";6
93721;Jiro Dreams of Sushi (2011);"[""avaliacao_alta"", ""genero_documentario"", ""periodo_2010_2018"", ""popularidade_baixa""]";4
93838;The Raid: Redemption (2011);"[""avaliacao_alta"", ""genero_acao"", ""genero_crime"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
93840;Cabin in the Woods, The (2012);"[""avaliacao_alta"", ""genero_comedia"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""genero_terror"", ""periodo_2010_2018"", ""popularidade_media""]";7
94478;Dark Shadows (2012);"[""avaliacao_baixa"", ""genero_comedia"", ""genero_imax"", ""genero_terror"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
94677;Dictator, The (2012);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_media""]";4
94777;Men in Black III (M.III.B.) (M.I.B.³) (2012);"[""avaliacao_media"", ""genero_acao"", ""genero_comedia"", ""genero_ficcao_cientifica"", ""genero_imax"", ""periodo_2010_2018"", ""popularidade_media""]";7
94780;Snow White and the Huntsman (2012);"[""avaliacao_baixa"", ""genero_acao"", ""genero_aventura"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
94864;Prometheus (2012);"[""avaliacao_media"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_imax"", ""genero_terror"", ""periodo_2010_2018"", ""popularidade_media""]";7
94953;Wanderlust (2012);"[""avaliacao_media"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_baixa""]";4
94959;Moonrise Kingdom (2012);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_media""]";6
95088;Safety Not Guaranteed (2012);"[""avaliacao_media"", ""genero_comedia"", ""genero_drama"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
95105;Madagascar 3: Europe's Most Wanted (2012);"[""avaliacao_media"", ""genero_animacao"", ""genero_aventura"", ""genero_comedia"", ""genero_imax"", ""genero_infantil"", ""periodo_2010_2018"", ""popularidade_baixa""]";8
95167;Brave (2012);"[""avaliacao_media"", ""genero_acao"", ""genero_animacao"", ""genero_aventura"", ""genero_infantil"", ""periodo_2010_2018"", ""popularidade_media""]";7
95207;Abraham Lincoln: Vampire Hunter (2012);"[""avaliacao_baixa"", ""genero_acao"", ""genero_fantasia"", ""genero_suspense"", ""genero_terror"", ""periodo_2010_2018"", ""popularidade_baixa""]";7
95441;Ted (2012);"[""avaliacao_media"", ""genero_comedia"", ""genero_fantasia"", ""periodo_2010_2018"", ""popularidade_media""]";5
95449;Magic Mike (2012);"[""avaliacao_baixa"", ""genero_drama"", ""genero_romance"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
95510;Amazing Spider-Man, The (2012);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_ficcao_cientifica"", ""genero_imax"", ""periodo_2010_2018"", ""popularidade_media""]";7
95543;Ice Age 4: Continental Drift (2012);"[""avaliacao_baixa"", ""genero_animacao"", ""genero_aventura"", ""genero_comedia"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
95558;Beasts of the Southern Wild (2012);"[""avaliacao_media"", ""genero_drama"", ""genero_fantasia"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
95720;Watch, The (2012);"[""avaliacao_media"", ""genero_comedia"", ""genero_ficcao_cientifica"", ""periodo_2010_2018"", ""popularidade_baixa""]";5
95858;For the Birds (2000);"[""avaliacao_media"", ""genero_animacao"", ""genero_comedia"", ""genero_infantil"", ""periodo_2000_2009"", ""popularidade_baixa""]";6
95875;Total Recall (2012);"[""avaliacao_media"", ""genero_acao"", ""genero_ficcao_cientifica"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_baixa""]";6
96079;Skyfall (2012);"[""avaliacao_media"", ""genero_acao"", ""genero_aventura"", ""genero_imax"", ""genero_suspense"", ""periodo_2010_2018"", ""popularidade_alta""]";7
